k6ps14_1.PV;k6t17.PV;k6t15.PV;k6t16.PV;k6p8.PV;k6p13.PV;k0p102_1.PV;k6t6.PV;k6t14.PV;k6t3.PV
4.24;215.2592;186.79;104.56;4.23;4.09;3.95;232;442;276
